trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 0.9900498337491681}",20,0,-78.52686181586444,"{0: 9, 1: 6, 2: 5, 3: 0, 4: 0}",0
2,False,"{'a': 0.01, 'e': 0.9801986733067553}",20,0,-103.52860484200863,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
3,False,"{'a': 0.01, 'e': 0.9704455335485082}",30,0,-156.2179044526939,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
4,False,"{'a': 0.01, 'e': 0.9607894391523232}",30,0,-145.60500344985584,"{0: 17, 1: 4, 2: 4, 3: 5, 4: 0}",0
5,False,"{'a': 0.01, 'e': 0.951229424500714}",25,0,-79.33234805634069,"{0: 13, 1: 6, 2: 5, 3: 1, 4: 0}",0
6,False,"{'a': 0.01, 'e': 0.9417645335842487}",30,0,-205.47367016023983,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
7,False,"{'a': 0.01, 'e': 0.9323938199059483}",30,0,-168.17393674407714,"{0: 17, 1: 5, 2: 4, 3: 2, 4: 2}",0
8,False,"{'a': 0.01, 'e': 0.9231163463866358}",25,0,-162.66724016684952,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
9,False,"{'a': 0.01, 'e': 0.9139311852712282}",25,0,-55.87048018813197,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
10,False,"{'a': 0.01, 'e': 0.9048374180359595}",20,0,-61.6649622580836,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
11,False,"{'a': 0.01, 'e': 0.8958341352965282}",30,0,-30.91798796935694,"{0: 22, 1: 5, 2: 3, 3: 0, 4: 0}",0
12,False,"{'a': 0.01, 'e': 0.8869204367171575}",25,0,-64.71016642038285,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
13,False,"{'a': 0.01, 'e': 0.8780954309205613}",20,0,-48.70332212498588,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
14,False,"{'a': 0.01, 'e': 0.8693582353988059}",20,0,-253.7380396786476,"{0: 8, 1: 3, 2: 3, 3: 1, 4: 5}",0
15,False,"{'a': 0.01, 'e': 0.8607079764250578}",30,0,-140.64394552478817,"{0: 15, 1: 7, 2: 6, 3: 1, 4: 1}",0
16,False,"{'a': 0.01, 'e': 0.8521437889662113}",20,15,-3.7913959888767206,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
17,False,"{'a': 0.01, 'e': 0.8436648165963837}",25,0,-34.75792962869592,"{0: 20, 1: 4, 2: 0, 3: 0, 4: 1}",0
18,False,"{'a': 0.01, 'e': 0.835270211411272}",30,0,-131.0048253250764,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
19,False,"{'a': 0.01, 'e': 0.8269591339433623}",25,7,-49.474216619088935,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 0}",1
20,False,"{'a': 0.01, 'e': 0.8187307530779818}",20,0,-146.1116030718508,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
21,False,"{'a': 0.01, 'e': 0.8105842459701871}",20,12,-4.274660275140244,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 0}",1
22,False,"{'a': 0.01, 'e': 0.8025187979624785}",20,8,-3.0758979293664614,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
23,False,"{'a': 0.01, 'e': 0.794533602503334}",20,0,7.4907925879402235,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
24,False,"{'a': 0.01, 'e': 0.7866278610665535}",20,0,-56.1678503239841,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
25,False,"{'a': 0.01, 'e': 0.7788007830714049}",20,0,-89.74590929978375,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
26,False,"{'a': 0.01, 'e': 0.7710515858035663}",25,0,-33.91390192293409,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
27,False,"{'a': 0.01, 'e': 0.7633794943368531}",30,0,-146.13821460784823,"{0: 19, 1: 4, 2: 3, 3: 2, 4: 2}",0
28,False,"{'a': 0.01, 'e': 0.7557837414557255}",20,0,-137.7657164913659,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
29,False,"{'a': 0.01, 'e': 0.7482635675785653}",25,0,-83.95534280402177,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 2}",0
30,False,"{'a': 0.01, 'e': 0.7408182206817179}",25,0,-116.87261642574683,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
31,False,"{'a': 0.01, 'e': 0.7334469562242892}",20,4,-26.915721129961106,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
32,False,"{'a': 0.01, 'e': 0.7261490370736909}",25,0,-13.43401395043876,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
33,False,"{'a': 0.01, 'e': 0.7189237334319262}",25,0,-51.860935464987605,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
34,False,"{'a': 0.01, 'e': 0.7117703227626098}",20,0,-87.69718299181135,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
35,False,"{'a': 0.01, 'e': 0.7046880897187134}",20,0,-52.41210756795911,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
36,False,"{'a': 0.01, 'e': 0.697676326071031}",20,3,-16.48204751869269,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
37,False,"{'a': 0.01, 'e': 0.6907343306373547}",25,0,-104.26663520238567,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
38,False,"{'a': 0.01, 'e': 0.6838614092123558}",30,0,-178.63938593425212,"{0: 20, 1: 1, 2: 4, 3: 2, 4: 3}",0
39,False,"{'a': 0.01, 'e': 0.6770568744981647}",30,11,-30.67705420017825,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 0}",1
40,False,"{'a': 0.01, 'e': 0.6703200460356393}",20,0,-28.34922072985231,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
41,False,"{'a': 0.01, 'e': 0.6636502501363194}",25,0,6.6338891331480205,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
42,False,"{'a': 0.01, 'e': 0.6570468198150569}",30,0,-57.89728227888039,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
43,False,"{'a': 0.01, 'e': 0.6505090947233165}",25,0,-107.56915326922737,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
44,False,"{'a': 0.01, 'e': 0.6440364210831414}",35,5,-71.53983597878265,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",1
45,False,"{'a': 0.01, 'e': 0.6376281516217733}",25,0,-67.01799751340855,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
46,False,"{'a': 0.01, 'e': 0.631283645506926}",25,0,-30.327344502162244,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
47,False,"{'a': 0.01, 'e': 0.6250022682827008}",35,4,-13.840590101706887,"{0: 26, 1: 2, 2: 2, 3: 1, 4: 0}",1
48,False,"{'a': 0.01, 'e': 0.6187833918061408}",25,0,-105.98588362889966,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
49,False,"{'a': 0.01, 'e': 0.6126263941844161}",30,0,-122.54123253976772,"{0: 22, 1: 4, 2: 1, 3: 0, 4: 3}",0
50,False,"{'a': 0.01, 'e': 0.6065306597126334}",20,0,20.81195167776362,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.01, 'e': 0.600495578812266}",30,0,-135.93655138361922,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
52,False,"{'a': 0.01, 'e': 0.5945205479701944}",25,0,-23.026512585363136,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
53,False,"{'a': 0.01, 'e': 0.5886049696783552}",30,0,-97.07510666295305,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
54,False,"{'a': 0.01, 'e': 0.5827482523739896}",25,13,-4.576297575859003,"{0: 8, 1: 4, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.01, 'e': 0.5769498103804866}",30,0,-62.15733768364135,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
56,False,"{'a': 0.01, 'e': 0.5712090638488149}",25,12,4.195317676370696,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
57,False,"{'a': 0.01, 'e': 0.5655254386995371}",20,0,-2.0775437624972075,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
58,False,"{'a': 0.01, 'e': 0.559898366565402}",25,13,1.4261675877168598,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
59,False,"{'a': 0.01, 'e': 0.5543272847345071}",35,0,-125.77077602750305,"{0: 24, 1: 4, 2: 4, 3: 1, 4: 2}",0
60,False,"{'a': 0.01, 'e': 0.5488116360940265}",20,0,-19.383999909595865,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
61,False,"{'a': 0.01, 'e': 0.5433508690744998}",20,2,-10.056654746220245,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
62,False,"{'a': 0.01, 'e': 0.5379444375946745}",20,7,-16.07841007165237,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
63,False,"{'a': 0.01, 'e': 0.5325918010068972}",25,0,-83.0086404520078,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
64,False,"{'a': 0.01, 'e': 0.5272924240430485}",20,14,-7.756201596268538,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
65,False,"{'a': 0.01, 'e': 0.522045776761016}",20,0,-59.44234224110822,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
66,False,"{'a': 0.01, 'e': 0.5168513344916993}",20,9,-39.245968633840874,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
67,False,"{'a': 0.01, 'e': 0.5117085777865424}",25,0,-10.385206859931015,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
68,False,"{'a': 0.01, 'e': 0.5066169923655897}",20,0,-93.54122669999919,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
69,False,"{'a': 0.01, 'e': 0.5015760690660556}",20,0,-65.88429402302275,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
70,False,"{'a': 0.01, 'e': 0.4965853037914095}",20,0,-27.03524398756169,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
71,False,"{'a': 0.01, 'e': 0.49164419746096516}",25,0,-94.45147805516483,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
72,False,"{'a': 0.01, 'e': 0.4867522559599717}",25,11,-3.9560461512044527,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
73,False,"{'a': 0.01, 'e': 0.48190899009020244}",20,0,-50.24165610545226,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
74,False,"{'a': 0.01, 'e': 0.47711391552103444}",25,14,1.8435946171930626,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.01, 'e': 0.47236655274101474}",20,0,-73.7019967114443,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
76,False,"{'a': 0.01, 'e': 0.46766642700990924}",20,0,-69.27398031984444,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
77,False,"{'a': 0.01, 'e': 0.46301306831122807}",30,0,-15.449797884907486,"{0: 24, 1: 4, 2: 1, 3: 1, 4: 0}",0
78,False,"{'a': 0.01, 'e': 0.45840601130522357}",20,0,-128.99544542130485,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
79,False,"{'a': 0.01, 'e': 0.45384479528235583}",30,0,-22.543824898940976,"{0: 25, 1: 2, 2: 1, 3: 2, 4: 0}",0
80,False,"{'a': 0.01, 'e': 0.44932896411722156}",20,5,-14.344867064265735,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
81,False,"{'a': 0.01, 'e': 0.4448580662229411}",25,13,20.675040444133362,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.01, 'e': 0.44043165450599925}",20,7,3.3802365365267635,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
83,False,"{'a': 0.01, 'e': 0.43604928632153556}",30,0,-100.12453900540513,"{0: 23, 1: 3, 2: 1, 3: 1, 4: 2}",1
84,False,"{'a': 0.01, 'e': 0.43171052342907973}",30,0,-65.32958984796109,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
85,False,"{'a': 0.01, 'e': 0.4274149319487267}",20,9,-50.06778005260173,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
86,False,"{'a': 0.01, 'e': 0.4231620823177488}",25,12,-48.24534480145865,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
87,False,"{'a': 0.01, 'e': 0.418951549247639}",20,8,1.7770883708279763,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.01, 'e': 0.4147829116815814}",25,0,-30.07869782692805,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
89,False,"{'a': 0.01, 'e': 0.4106557527523455}",20,0,-56.44343002343822,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
90,False,"{'a': 0.01, 'e': 0.4065696597405991}",30,0,-64.17807444250616,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
91,False,"{'a': 0.01, 'e': 0.40252422403363597}",20,0,-85.64343618262448,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",0
92,False,"{'a': 0.01, 'e': 0.3985190410845142}",20,11,3.1488819335245823,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.01, 'e': 0.39455371037160114}",20,3,22.080549831930742,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.01, 'e': 0.3906278353585211}",20,15,3.548694460300372,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.01, 'e': 0.3867410234545012}",35,0,-111.58002294675136,"{0: 28, 1: 1, 2: 3, 3: 0, 4: 3}",0
96,False,"{'a': 0.01, 'e': 0.38289288597511206}",25,0,-41.40825341822938,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
97,False,"{'a': 0.01, 'e': 0.37908303810339883}",25,4,30.47303278403322,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.01, 'e': 0.37531109885139957}",20,12,12.781293724221376,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.01, 'e': 0.3715766910220457}",20,10,-8.891183441200656,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
100,False,"{'a': 0.01, 'e': 0.36787944117144233}",25,12,-49.28104852676423,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
101,False,"{'a': 0.01, 'e': 0.3642189795715233}",35,12,-40.005286210842065,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
102,False,"{'a': 0.01, 'e': 0.3605949401730783}",25,0,-6.48752869679037,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
103,False,"{'a': 0.01, 'e': 0.3570069605691474}",20,13,12.49845369688311,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.01, 'e': 0.35345468195878016}",25,0,-48.62721226686709,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",1
105,False,"{'a': 0.01, 'e': 0.3499377491111554}",25,7,-21.99580732862618,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 0}",1
106,False,"{'a': 0.01, 'e': 0.34645581033005746}",20,0,-28.364215434584267,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
107,False,"{'a': 0.01, 'e': 0.3430085174187067}",20,4,18.586125489537693,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.01, 'e': 0.33959552564493917}",30,0,-36.576358241759834,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
109,False,"{'a': 0.01, 'e': 0.33621649370673334}",25,3,20.32888085241839,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.33287108369807955}",25,12,-16.051918030578978,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
111,False,"{'a': 0.01, 'e': 0.32955896107518906}",30,4,-106.28442636970709,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 3}",1
112,False,"{'a': 0.01, 'e': 0.32627979462303947}",25,9,-53.15365773887194,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
113,False,"{'a': 0.01, 'e': 0.3230332564222529}",20,0,15.987795599825455,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
114,False,"{'a': 0.01, 'e': 0.3198190218163039}",20,8,13.045075819914336,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.01, 'e': 0.3166367693790532}",30,7,8.612526521290654,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.01, 'e': 0.3134861808826053}",20,0,6.293178816182927,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
117,False,"{'a': 0.01, 'e': 0.31036694126548503}",25,0,-48.15956959232311,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
118,False,"{'a': 0.01, 'e': 0.30727873860113125}",25,5,14.357740757608706,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.3042212640667041}",20,4,-43.12806126936484,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
120,False,"{'a': 0.01, 'e': 0.30119421191220214}",20,11,15.96809610421961,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.2981972794298874}",25,3,-33.27069514473343,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 1}",1
122,False,"{'a': 0.01, 'e': 0.2952301669240142}",20,5,-53.55339524348105,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
123,False,"{'a': 0.01, 'e': 0.2922925776808594}",20,0,25.65195835939989,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
124,False,"{'a': 0.01, 'e': 0.28938421793905067}",25,11,-11.080378976295128,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.2865047968601901}",25,0,30.066380958569543,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
126,False,"{'a': 0.01, 'e': 0.2836540264997704}",25,13,15.609875166623986,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.2808316217783798}",30,16,8.65527590569286,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.01, 'e': 0.27803730045319414}",20,0,8.81751423901688,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
129,False,"{'a': 0.01, 'e': 0.27527078308975234}",20,16,6.007193239941908,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.2725317930340126}",25,3,7.272405036894183,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.26982005638468687}",20,2,-80.37673577009302,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 1}",1
132,False,"{'a': 0.01, 'e': 0.2671353019658504}",20,3,-46.297765283758096,"{0: 13, 1: 2, 2: 0, 3: 1, 4: 1}",1
133,False,"{'a': 0.01, 'e': 0.26447726129982396}",30,18,-13.000861672830748,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.261845668580326}",25,14,4.713050022916731,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.2592402606458915}",25,0,-0.24374106081289093,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
136,False,"{'a': 0.01, 'e': 0.2566607769535559}",20,0,-26.87950407486361,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
137,False,"{'a': 0.01, 'e': 0.25410695955280027}",30,5,0.9677294322502823,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.2515785530597565}",25,0,-28.65062995037725,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
139,False,"{'a': 0.01, 'e': 0.2490753046316682}",25,17,11.50374015003359,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.24659696394160646}",20,0,9.13623192664017,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
141,False,"{'a': 0.01, 'e': 0.2441432831534371}",20,6,23.126109962997315,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.24171401689703648}",30,18,15.92189312203207,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.23930892224375455}",20,0,5.448577765721926,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
144,False,"{'a': 0.01, 'e': 0.2369277586821218}",20,14,10.320110439582542,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.23457028809379768}",20,14,0.7215770243140045,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.23223627472975886}",30,14,-3.3392407827498904,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.22992548518672387}",30,14,20.6755638134929,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.01, 'e': 0.22763768838381276}",20,9,-33.71553344898755,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
149,False,"{'a': 0.01, 'e': 0.22537265553943875}",20,0,-1.5726141482431748,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
150,False,"{'a': 0.01, 'e': 0.22313016014842985}",30,6,11.822352369399756,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.22090997795937822}",35,12,-48.09956383107005,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 2}",1
152,False,"{'a': 0.01, 'e': 0.21871188695221477}",20,2,-25.31717040458541,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
153,False,"{'a': 0.01, 'e': 0.21653566731600707}",25,13,22.142632936703137,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.21438110142697797}",20,12,10.896262983726873,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.21224797382674307}",25,0,-24.711855734876757,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
156,False,"{'a': 0.01, 'e': 0.21013607120076475}",20,9,19.98227488951983,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.20804518235702046}",25,14,15.74343172070689,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.20597509820488347}",20,16,8.72207237434565,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.20392561173421345}",25,16,-3.5485891792615867,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.01, 'e': 0.2018965179946554}",20,16,5.296066804369682,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.01, 'e': 0.1998876140751445}",25,13,-0.530346097564727,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.01, 'e': 0.19789869908361468}",20,11,-26.459797500698013,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
163,False,"{'a': 0.01, 'e': 0.19592957412690934}",20,16,7.863767292588447,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.01, 'e': 0.19398004229089189}",30,0,45.683751167189435,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
165,False,"{'a': 0.01, 'e': 0.1920499086207541}",25,14,-35.7069462282428,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
166,False,"{'a': 0.01, 'e': 0.19013898010152053}",30,4,25.39585710747253,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.01, 'e': 0.1882470656387468}",20,1,18.074093447082085,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.01, 'e': 0.18637397603941}",20,6,22.7647396399175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.01, 'e': 0.1845195239929893}",20,0,-19.257104908139752,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
170,False,"{'a': 0.01, 'e': 0.18268352405273466}",25,11,22.198146202900904,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.01, 'e': 0.1808657926171221}",20,10,14.651146390351974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.01, 'e': 0.17906614791149325}",20,11,16.75636004249892,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.01, 'e': 0.17728440996987782}",20,15,-30.081462304247278,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
174,False,"{'a': 0.01, 'e': 0.1755204006169969}",20,8,14.61982790187253,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.17377394345044514}",20,0,10.923656882070318,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.01, 'e': 0.17204486382305054}",25,17,12.15005836035664,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.01, 'e': 0.17033298882540945}",25,17,3.52868422186078,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.01, 'e': 0.16863814726859552}",25,15,16.1304616446183,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.01, 'e': 0.16696016966704072}",30,19,8.4790492825921,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.01, 'e': 0.16529888822158656}",35,20,26.265612367501628,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.01, 'e': 0.16365413680270408}",25,17,16.117908046294204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.01, 'e': 0.16202575093388077}",25,14,20.603633472766607,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.01, 'e': 0.16041356777517277}",25,12,1.909159041330919,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.1588174261069207}",30,0,-8.14751150118163,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
